tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,num_support_tickets,avg_monthly_usage_gb,late_payments,age
1.6837322036696385,0.5006756604976637,1.8213876158184388,-0.8330977610835829,-0.46382742156079093,1.5850250581361753,1.2278121060256366,-0.7235062571138389,-0.7224393224658112,-0.6911319088534794,0.0029724964008963142,-0.8097163514435135
1.396866049774924,-1.01838005796279,0.045035254065143804,1.7224168434672846,-0.46382742156079093,-1.1773051233489682,1.2278121060256366,1.3821580534619435,-0.7224393224658112,-0.9031993741720397,-0.9878596372312075,-0.018469951674605575
1.109999895880209,-0.7638639329825345,0.1862255709643799,1.7224168434672846,0.43820957097283597,-1.1773051233489682,-0.8144568660728941,1.3821580534619435,1.380119823243767,-0.9880263602994637,-0.9878596372312075,1.5640228478632103
-1.5196065148213425,-0.8662996810858516,-1.2154878420938513,1.7224168434672846,-0.46382742156079093,0.20385996739360354,-0.8144568660728941,-0.7235062571138389,0.6792667746739076,-0.7032500497288257,-0.9878596372312075,0.26411804824286156
-0.56338600183896,0.016815334985749213,-0.479951558420607,-0.8330977610835829,0.43820957097283597,-1.1773051233489682,1.2278121060256366,-0.7235062571138389,0.6792667746739076,1.1205301520107918,-0.9878596372312075,-0.9227515514105004
1.109999895880209,1.3610660225531703,2.0491829180882144,0.44465954119185097,0.43820957097283597,1.5850250581361753,-0.8144568660728941,1.3821580534619435,-0.7224393224658112,-0.9456128672357516,-0.9878596372312075,1.2814348479457431
1.06218887023109,-0.3044763117956447,0.5709113543415096,-0.8330977610835829,0.43820957097283597,0.20385996739360354,1.2278121060256366,1.3821580534619435,1.380119823243767,-0.34576489390611,-0.9878596372312075,-0.3010579515920727
1.1578109215293282,-0.284898148335625,0.5882207059802644,-0.8330977610835829,-1.3658644140944178,1.5850250581361753,1.2278121060256366,-0.7235062571138389,0.6792667746739076,0.29447688234135255,-0.9878596372312075,0.9988468480282761
-1.5196065148213425,1.2775092177863008,-1.1273795368867963,-0.8330977610835829,1.3402465635064629,-1.1773051233489682,-0.8144568660728941,1.3821580534619435,-0.7224393224658112,-0.2185244147149738,-0.9878596372312075,0.3771532482098484
-1.0893072839792703,-1.098091152050013,-1.0292773307947354,-0.8330977610835829,-0.46382742156079093,0.20385996739360354,1.2278121060256366,-0.7235062571138389,-0.02158627389595178,-0.1619730906300245,1.984636763665104,1.2814348479457431
